idPropType,Title,SortKey,FormatString,Type,Flags,Description
257,"Flight Engineer Time","""","Flight Engineer: {0}",1,16777216,"Time spent as a flight engineer"
258,"Civil Air Patrol: Form 91 Checkride","""","CAP Form 91 Checkride",2,0,"Indicates that this flight was a Civil Air Patrol Checkride"
259,"Type Rating Instructor (TRI) Time","""","TRI Time: {0}",1,0,"Time spent instructing towards a type-rating"
260,"Examiner Name","""","Examiner: {0}",5,0,"Name of the examiner"
261,"Vertical Reference External Load Time","""","VR External Load Time {0}",1,0,"Time spent slinging on a long line. Used a lot for loads where more precision is required"
262,Rappell,"""","Rappell: {0}",0,0,"Number of rappelling operations performed"
263,"Power Line Patrol","""","Power Line Patrol",2,0,"Indicates that this flight was for checking on power/transmission lines"
264,"Fire Mission","""","Fire Mission",2,0,"Indicates that this flight was for firefighting duties"
265,"Landings - Mountain (Less than 2000m)","""","Mountain Landings Less than 2000m: {0}",0,0,"Subset of total landings that were in mountainous terrain below 2000m"
266,"Landings - Mountain (More than 2000m)","""","Mountain Landings Over 2000m: {0}",0,0,"Subset of total landings that were in mountainous terrain above 2000m"
267,"Approach Name(s)","""","Approach(es): {0}",5,0,"Name(s) of the approach(es) that were flown on the flight"
268,"SID (Standard Instrument Departure) Name","""","SID: {0}",5,0,"Name of the SID that was flown on the flight"
269,"STAR (Standard Terminal ARrival) Name","""","STAR: {0}",5,0,"Name of the arrival procedure flown on the flight"
270,"Designated Pilot Examiner Flight: Private Pilot","""","DPE Flight: Private Pilot",2,0,"Indicates that you were the DPE for a private pilot candidate"
271,"Designated Pilot Examiner Flight: Commercial","""","DPE Flight: Commercial",2,0,"Indicates that you were the DPE for a commercial pilot candidate"
272,"Designated Pilot Examiner Flight: Instrument","""","DPE Flight: Instrument",2,0,"Indicates that you were the DPE for an instrument pilot candidate"
273,"Designated Pilot Examiner Flight: ATP","""","DPE Flight: ATP",2,0,"Indicates that you were the DPE for an ATP candidate"
274,"Designated Pilot Examiner Flight: Type Rating","""","DPE Flight: Type Rating",2,0,"Indicates that you were the DPE for a new type rating"
275,"Designated Pilot Examiner Flight: Other","""","DPE Flight: {0}",5,0,"Additional information about a DPE flight"
276,"Cargo Hauled (Weight)","""","Cargo Hauled: {0}",1,2097152,"Weight of cargo that was hauled (units are up to you)"
277,"Computer Approach to a Coupled Hover (CATCH)","""","Computer Approach(es) to a Coupled Hover: {0}",0,0,"Number of approaches to a coupled hover, done by a computer"
278,"Manual Approach to a Controlled Hover (MATCH)","""","Manual Approach(es) to a Controlled Hover (MATCH): {0}",0,0,"Number of approaches to a controlled hover, done by hand"
279,"Supervised PIC Time (PICUS)","""","Supervised PIC (PICUS): {0}",1,16777216,"Time spent in a PIC role but under supervision"
280,"Landings - Grass","""","Grass Landings: {0}",0,0,"Subset of total landings performed on grass (vs. other soft surfaces such as gravel)"
281,"Line Check Airman (LCA) Time","""","Line Check Airman Time: {0}",1,0,"Time spent as a line check airman"
282,"Test Pilot Time","""","Test Pilot Time: {0}",1,0,"Time spent as a test pilot"
283,"Nose Number (Private Aircraft ID)","""","Nose Number: {0}",5,0,"An identifier for the aircraft, other than the registration/tailnumber"
284,"Approaches - Visual","""","{0} Visual Approach(es)",0,4096,"Subset of total approaches that were performed visually"
285,"Approaches - Category I","""","{0} Category I Approach(es)",0,4096,"Subset of total approaches that were Cat I approaches"
286,"Approaches - Category II","""","{0} Category II Approach(es)",0,4096,"Subset of total approaches that were Cat II approaches"
287,"Approaches - Category III","""","{0} Category III Approach(es)",0,4096,"Subset of total approaches that were Cat III approaches"
288,"Instructor On Board","""","Instructor On Board",2,16777216,"Indicates that there was an instructor along who was not providing instruction"
289,"Maneuvers: Climbs","""","Climbing Maneuvers",2,0,"Indicates that climbing maneuvers were performed on this flight"
290,"Maneuvers: Descents","""","Descending Maneuvers",2,0,"Indicates that descending maneuvers were performed on this flight"
291,"Maneuvers: Straight-and-level Flight","""","Straight-and-level flight",2,0,"Indicates that straight-and-level flight maneuvers were performed on this flight"
292,"Maneuvers: Turns","""","Turning maneuvers",2,0,"Indicates that turns were performed on this flight"
293,"Density Altitude (Departure)","""","Density Altitude at Departure: {0}",1,8192,"The density altitude (units are up to you) at the departure airport"
294,"Density Altitude (Arrival)","""","Density Altitude at Arrival: {0}",1,8192,"The density altitude (units are up to you) at the arrival airport"
295,"Simulated Engine Loss - In Flight","""","Simulated Engine Loss - In Flight",2,0,"Indicates that a simulated in-flight engine loss procedures were performed"
296,"Simulated Engine Loss - Takeoff","""","Simulated Engine Loss - Takeoff",2,0,"Indicates that a simulation of an engine-out on takeoff was performed"
297,"Maneuvers: VMC Demos","""","VMC Demos",2,0,"Indicates that demonstrations of minimum controllable airspeed were performed"
298,"Maneuvers: Single-Engine Operations","""","Single Engine Operations",2,0,"Indicates that single-engine maneuvers were performed on this flight"
299,"Vertical Takeoffs and Landings","""","{0} Vertical Takeoffs and Landings",0,0,"Subset of total takeoffs and landings that were vertical"
300,"Landings - Confined Area","""","{0} Confined Area Landings",0,0,"Subset of total landings that were performed in a confined area"
301,"Landings - Frozen Lake","""","{0} Frozen Lake Landings",0,0,"Subset of total landings that were performed on frozen water"
302,"Part 141 Stage Check Flight","""","Part 141 Stage Check Flight",2,0,"Indicates that this flight was a stage check as part of a Part 141 training program"
303,"Low Level Time","""","Low level Time: {0}",1,0,"Time spent in low altitudes (AGL) operations"
304,"Alaska Time","""","Alaska Time: {0}",1,0,"Time of flight spent in Alaska under Alaskan rules"
305,"Briefing Time","""","Briefing Time: {0}",1,0,"Time spent briefing for the flight"
306,"Other Time","""","Other time: {0}",1,0,"Use this as a custom time field for your own purposes"
307,"Sole Manipulator Time","""","Sole Manipulator Time: {0}",1,0,"Time spent as the solo manipulator of the controls"
308,"Day Flight","""","Day Flying Time: {0}",1,0,"Time of flight that was not night"
309,"Scene Flight","""","Scene Flight",2,0,"Indicates that this was a flight for scenery"
310,"Landings - Elevated Helipad","""","Elevated Helipad Landings: {0}",0,0,"Subset of total landings that were on elevated helipads"
311,"Wire Operation Time","""","Wire Operations Time",1,0,"Time spent surveying wires (e.g., power lines)"
312,"Inter-Facility Transfer Flight","""","Inter-Facility Transfer Flight",2,0,"Indicates that this flight was to transfer an aircraft from one facility to another"
313,"Landings - Carrier (Single Spot)","""","Single-Spot Landings: {0}",0,0,"Subset of total landings that were single-spot landings on an aircraft carrier"
314,"Landings - Carrier (Multi-Spot)","""","Multi-Spot Landings: {0}",0,0,"Subset of total landings that were multi-spot landings on an aircraft carrier"
315,Fees,"""","Fees: {0}",6,0,"Money spent on fees (included in totals)"
316,"Number of Passengers","""","{0} Passenger(s)",0,0,"Number of passengers carried on the flight"
317,"UAS Launches","""","{0} UAS Launches",0,4194304,"Number of times that a UAS (drone) was launched"
318,"UAS Recoveries","""","{0} UAS Recoveries",0,8388608,"Number of times that a UAS (drone) was recovered"
319,"Military Evaluator Pilot Time","""","Military Evaluator Pilot: {0}",1,0,"Time spent as a military evaluator pilot"
320,"Airspaces Visited","""","Airspaces: {0}",5,0,"Name(s) of any airspace visited on the flight"
321,"Maximum Altitude","""","Maximum Altitude: {0}",0,16785408,"Maximum altitude attained during flight (units are up to you)"
322,"Checkride: Mission","""","Mission Checkride",2,0,"Indicates that this was a checkride for suitability for a particular mission"
323,"Left Seat Time","""","Left Seat Time: {0}",1,0,"Time spent in the left-seat"
324,"Landings - Circle To Land","""","Circle-to-land Landings: {0}",0,0,"Subset of total landings that were circle-to-land"
325,"Human External Cargo (HEC)","""","HEC (Human External Cargo): {0}",1,0,"Time spent carrying people outside of the aircraft"
326,"Human External Cargo (HEC) Operations","""","{0} HEC Operations",0,0,"Number of operations involving people carried outside the aircraft"
327,"Simulated Engine Loss - Landings","""","Simulated Engine Loss - Landings",2,0,"Indicates that this flight included a simulated engine loss on landing"
328,"Coast Guard Auxiliary Patrols: Facility number","""","Coast Guard Auxiliary Patrol Facility number: {0}",5,0,"Records the identifier for the facility used"
329,"Coast Guard Auxiliary Patrols: Patrol Number","""","Coast Guard Auxiliary Patrols Patrol Number: {0}",5,0,"Records the identifier for the patrol"
330,"Coast Guard Auxiliary Patrols: Mission Objective","""","Coast Guard Auxiliary Patrols Mission Objective: {0}",5,0,"Describes the objective of the mission"
331,"Coast Guard Auxiliary Patrols: Observer Name","""","Coast Guard Auxiliary Patrols Observer Name: {0}",5,0,"The name of the person observing the mission"
332,"Duty Time Start (UTC)","""","Duty Time Start (UTC): {0}",4,16777216,"Date/time (in UTC) when Duty Time began"
333,"Duty Time End (UTC)","""","Duty Time End (UTC): {0}",4,16777216,"Date/time (in UTC) when Duty Time ended"
334,"Approaches - COPTER","""","COPTER Approach(es): {0}",0,4096,"Subset of total approaches that were COPTER (helicopter) approaches."
335,"Law Enforcement Flight","""","Law Enforcement Flight",2,0,"Indicates that this flight included law enforcement duties"
336,"Doors Removed for Flight","""","Doors Removed For Flight",2,0,"Indicates that aircraft doors were removed for this flight"
337,"Initial Operating Experience Flight","""","Flight is part of Initial Operating Experience",2,0,"Indicates that this was the first time operating in a particular scenario"
338,"Line Check Flight","""","Line Check Flight",2,0,"Indicates that the flight was a check of proficiency (in actual operations)"
339,"Takeoffs - Glacier","""","Glacier Takeoffs: {0}",0,0,"Subset of total takeoffs that were performed on snow/ice"
340,"Landings - Glacier","""","Glacier Landings: {0}",0,0,"Subset of total landings that were performed on snow/ice"
341,"Takeoffs - Catapult","""","Catapult Takeoffs: {0}",0,17301504,"Subset of total takeoffs that utilized a catapult"
342,"Landings - Field Arrestments","""","Field Arrested Landings: {0}",0,0,"Subset of total landings that utilized arresting equipment"
343,"Landings - Bolter (Carrier) ","""","Bolter Landings: {0}",0,0,"Subset of total landings that involved a go-around due to missing the arrestor cable on an aircraft carrier"
344,"Pilot Flying (Name)","""","Pilot Flying: {0}",5,0,"Name of the pilot who did the flying"
345,"Pilot Monitoring (Name)","""","Pilot Monitoring: {0}",5,0,"Name of the pilot who is monitoring, not flying"
346,"Bucket Time","""","Bucket Time: {0}",1,0,"Amount of time spent hauling loads in an external bucket"
347,"Crew 3","""","Crew 3: {0}",5,0,"Name for another crew member (if Crew 1 and Crew 2 already used)"
348,"Helicopter Emergency Medical Service (HEMS) Flight","""","Helicopter Emergency Medical Service Flight",2,0,"Indicates that the purpose of the flight was for emergency medical services"
349,"Takeoffs - Car Tow","""","Car tows: {0}",0,17301504,"Subset of total takeoffs assisted by automobile"
350,"Glider Landings: Landout","""","Landout Landings: {0}",0,0,"Subset of total landings that were not at a planned airport"
351,"Glider Landings: Away","""","Away Landings: {0}",0,0,"Subset of total landings that were away from the departure airport"
352,"Maneuvers: Climbing and Descending Turns","""","Climbing and Descending Turns",2,0,"Indicates that the flight included turning while climbing and descending "
353,"Approaches - RNP","""","{0} RNP Approaches",0,4096,"Subset of total approaches that were RNP approaches"
354,"Simulator/Training Device Identifier","""","Training Device: {0}",5,0,"Identifier for the simulator or training device used on a flight."
355,"Night Vision - Goggle Operations","""","{0} Night Vision Goggle Operations",0,16777216,"Number of distinct night vision operations performed"
356,"Landings - Field Carrier Practice (FCLP)","""","Field Carrier Landing Practice (FCLP) Landings: {0}",0,0,"Subset of total landings that were practice carrier landings at an airfield"
357,"Takeoffs - Towered airport","""","{0} takeoffs at a towered airport",0,16777216,"Subset of total takeoffs performed at an airport with an operating control tower"
358,"Takeoffs - Towered airport (Night)","""","{0} night takeoffs at a towered airport",0,16777216,"Subset of total takeoffs performedat night  at an airport with an operating control tower"
359,"Part 141 Mid Course Stage Check","""","Part 141 Mid Course Stage Check",2,0,"Indicates that the flight was a Part 141 stage check flight, mid course."
360,"Part 141 Certificate Granting Stage Check","""","Part 141 Certificate Granting Stage Check",2,0,"Indicates that the flight was a Part 141 stage check flight, ready for certificate"
361,"Part 141 End-of-Course Stage Check","""","Part 141 End-of-Course Stage Check",2,0,"Indicates that the flight was a Part 141 stage check flight, end of course."
362,"Instrument Proficiency Check Given to Student","""","IPC Given to: {0}",5,0,"Name of the student who received the IPC"
363,"Approaches - Contact","""","{0} Contact Approaches",0,0,"Subset of approaches that were contact approaches"
364,"Landings - Land and Hold Short","""","Land and hold short operations: {0}",0,0,"Subset of total landings that were land-and-hold-short"
365,"Oil Added","""","Oil Added: {0}",1,2105344,"Amount of oil added to the primary engine (units unspecified)"
366,"Search and Rescue Time","""","Search and Rescue Time: {0}",1,0,"Time spent in search-and-rescue operations"
367,"Traffic Monitoring Time","""","Traffic Monitoring Time: {0}",1,0,"Time spent reporting on road traffic conditions"
368,"Autonomous Flight Time","""","Autonomous Flight Time: {0}",1,0,"Time spent in autonomous flight"
369,"Interior Operations Time","""","Interior Operations: {0}",1,0,"Time spent performing interior operations"
370,"Hazardous Materials Time","""","Hazardous Materials Time: {0}",1,0,"Time spent hauling/working with hazardous materials"
371,"Approaches - Type A","""","{0} Type A Approaches",0,4096,"The subset of total approaches that are type "A" (simulated precision) approaches"
372,"Approaches - Type B","""","{0} Type B Approaches",0,4096,"The subset of total approaches that are type "B" (simulated non-precision) approaches"
373,"Approaches - Type 1","""","{0} Type 1 Approaches",0,4096,"The subset of total approaches that are type "1" (precision in actual IMC) approaches"
374,"Approaches - Type 2","""","{0} Type 2 Approaches",0,4096,"The subset of total approaches that are type "2" (non-precision in actual IMC) approaches"
375,"Approaches - Type 3","""","{0} Type 3 Approaches",0,4096,"The subset of total approaches that are type "3" approaches"
376,"Approaches - Type 4","""","{0} Type 4 Approaches",0,4096,"The subset of total approaches that are type "4" approaches"
377,"Aerobatic Time","""","Aerobatic Time: {0}",1,0,"Time spent performing aerobatics"
378,"International Flight","""","International Flight",2,0,"Indicates that the flight crossed a border"
379,"Type Rating Examiner (TRE) Time","""","TRE Time: {0}",1,0,"Time spent in capacity of examiner for pilots seeking a type rating"
380,"Cross-Country Time over 50nm","""","Cross-Country Time over 50nm",1,0,"Time spent in cross-country flight more than 50nm from the departure airport"
381,"Fuel Burn / hour","""","Fuel Burn / hour: {0}",1,2105344,"Rate of fuel consumption per hour (units of fuel are up to you)"
382,"Cross-Country Time - Glider Rules","""","Glider Cross-Country Time: {0}",1,0,"Time spent in cross-country flight in a glider"
383,"Ski Time","""","Ski Time: {0}",1,0,"Time spent with skis on the aircraft"
384,"UAS: Air Vehicle Operator Time","""","Air Vehicle Operator Time: {0}",1,0,"Time spent operating a drone"
385,"UAS: Mission Payload Operator Time","""","Mission Payload Operator Time: {0}",1,0,"Time spent managing the paylod in a drone"
386,"UAS: Ground Control Station Time","""","Ground Control Station Time: {0}",1,0,"Time spent in ground control for a drone"
387,"Mission Commander Time","""","Mission Commander Time: {0}",1,0,"Time spent as mission commander"
388,"UAS: Maritime Flight Hours","""","Maritime Flight Hours: {0}",1,0,"Time spent flying a drone (UAS) over water"
389,"UAS: Electro-Optical Sensor Time","""","Electro-Optical Sensor Time: {0}",1,0,"Time spent using an electro-optical sensor (drone/UAS)"
390,"UAS: Infrared Sensor Time","""","Infrared Sensor Time: {0}",1,0,"Time spent using an infrared sensor (drone/UAS)"
391,"UAS: Short Wave Infrared Sensor Time","""","Short Wave Infrared Time: {0}",1,0,"Time spent using a short-wave infrared sensor (drone/UAS)"
392,"UAS: Medium Wave Infrared Sensor Time","""","Medium Wave Infrared Sensor Time: {0}",1,0,"Time spent using a medium-wave infrared sensor (drone/UAS)"
393,"UAS: Synthetic Aperture Radar Sensor Time","""","Synthetic Aperture Radar Sensor Time: {0}",1,0,"Time spent using a synthetic aperture operations with a drone (UAS)"
394,"UAS: Hyperspectral Imaging Sensor Time","""","Hyperspectral Imaging Sensor Time: {0}",1,0,"Time spent doing imaging (hyperspectral) with a drone (UAS)"
395,"UAS: Multispectral Imaging Sensor Time","""","Multispectral Imaging Sensor Time: {0}",1,0,"Time spent doing imaging (multispectral) with a drone (UAS)"
396,"UAS: Signals Intelligence Time","""","Signals Intelligence Time: {0}",1,0,"Time spent doing signals intelligence with a drone (UAS)"
397,"Landings - Touch and Go (Night)","""","Night touch-and-go landings: {0}",0,16777216,"Subset of landings that were touch-and-go at night"
398,"Military Special Crew Time","""","Special Crew Time: {0}",1,0,"Time spent in a special crew role"
399,"Military: Kind Of Flight Code (Navy/Marine Corps)","""","Kind of flight code: {0}",5,0,"Describes the flight's purpose"
400,"De-ice fluid used","""","De-ice fluid used: {0}",1,2097152,"Quantity of de-ice fluid used"
401,"De-ice fluid type","""","De-ice fluid type: {0}",5,0,"Type of de-ice fluid used on flight"
402,"High Density Altitude Time","""","High Density Altitude Time: {0}",1,0,"Time spent in high-density altitude conditions"
403,"WINGS Activity Completed","""","Wings Activity Completed: {0}",5,0,"Name of the WINGS activity that was performed on the flight."
404,"CFI - Advanced Instruction Given","""","Advanced Instruction Given: {0}",1,0,"Time spent performing advanced instruction"
405,"Cross-Country less than 25nm","""","Cross-Country less than 25nm: {0}",1,0,"Time spent in cross-country flight within 25nm of the departure airport"
406,"Flight Engineer Time (Primary)","""","Flight Engineer - Primary: {0}",1,0,"Time spent as a primary flight engineer"
407,"Flight Engineer Time (Secondary)","""","Flight Engineer Time (Secondary): {0}",1,0,"Time spent as a secondary flight engineer"
408,"Flight Engineer Time (Instructor)","""","Flight Engineer Time (Instructor): {0}",1,0,"Time spent as a flight engineer instructor"
409,"Combat Support Time","""","Combat Support: {0}",1,0,"Time spent in a combat support role"
410,"Terrain/WX Training Time","""","Terrain/WX Training: {0}",1,0,"Time spent studying terrain and weather issues"
411,"Passengers - Business","""","Business Passengers: {0}",0,0,"Number of passengers carried for business"
412,"Passengers - Recreation","""","Recreational Passengers: {0}",0,0,"Number of passengers carried for pleasure"
413,"Single Pilot Time","""","Single Pilot Time; {0}",1,0,"Time spent as the only pilot (not necessarily solo)"
414,"Part 91K Flight","""","Part 91K",2,0,"Indicates that the flight was conducted under part 91K (fractional ownership) rules"
415,"Flight Cost","""","Flight Cost: {0}",6,0,"Total cost for the flight"
416,"Departures - VFR","""","VFR Departures: {0}",0,0,"Number of departures conducted under VFR"
417,"Departures - IFR","""","IFR Departures: {0}",0,0,"Number of departures conducted under IFR"
418,"Oil Added (2nd Engine)","""","Oil Added #2 Engine: {0}",1,2105344,"Amount of oil added to a 2nd engine in a multi-engine aircraft"
419,"Survey Time","""","Survey Time; {0}",1,0,"Time spent in surveying operations"
420,"News Gathering Flight","""","News Gathering Flight",2,0,"Indicates that the purpose of the flight was for journalism/reporting"
421,"Landing Fee","""","Landing Fee: {0}",6,0,"Money spent on landing fees for the flight"
422,"Parking Fee","""","Parking Fee: {0}",6,0,"Money spent on parking fees for the flight"
423,"Water Taxi","""","Water Taxi",2,0,"Indicates that water taxi operations were performed"
424,"Water Step Taxi","""","Water Step Taxi",2,0,"Indicates that step taxi operations were performed"
425,"Water Docking","""","Water Docking",2,0,"Indicates that water docking was performed"
426,"Water Docking (Crosswind)","""","Water Docking (Crosswind)",2,0,"Indicates that water docking was performed with a crosswind"
427,"Part 135.293 Knowledge Test","""","Part 135.293 Knowledge Test",2,16777216,"Indicates that this flight included a knowledge check in accordance with FAR 135.293"
428,"Part 135.293 Competency Check","""","Part 135.293 Competency Check",2,16777217,"Indicates that this flight included a competancy check in accordance with FAR 135.293"
429,"Part 135.299 Flight Check","""","Part 135.299 Flight Check",2,16777216,"Indicates that this flight included a flight check in accordance with FAR 135.299"
430,"Flight Following","""","Flight Following",2,0,"Indicates that air traffic flight following was received"
431,"Glider: Simulated Rope Break","""","Simulated Rope Break",2,0,"Indicates that procedures for a tow-plane rope break were performed"
432,"Glider: Boxing the Wake","""","Boxing the Wake",2,0,"Indicates that the glider"Boxed the wake" (flew a rectangular pattern around the tow plane's wake)"
433,"Supervised Line Flying Time (LIFUS)","""","Supervised Line Flying Time (LIFUS): {0}",1,0,"Time spent on post-qualification skill enhancement, under supervision of a check airmain"
434,"Part 135 Check Pilot","""","Part 135 Check Pilot",2,0,"Indicates that you served as a Part 135 check pilot on this flight"
435,"Operator Proficiency Check","""","Operator Proficiency Check",2,0,"Indicates that an operator proficiency check was performed on this flight"
436,"Captain of Record","""","Captain of Record",2,0,"Indicates that you were the captain of record for the flight"
437,"Sign-off: High Altitude","""","High Altitude Sign-off",2,1048576,"Indicates that a high-altitude endorsement was received on this flight"
438,"Takeoffs - Non-towered Airport","""","{0} takeoffs at a non-towered airport",0,0,"Subset of takeoffs on this flight that were at a non-towered airport"
439,"Landings - Non-towered airport","""","{0} landings at a non-towered airport",0,0,"Subset of landings on this flight that were at a non-towered airport"
440,"Float Operations","""","Float Operations",2,0,"Indicates that the flight involved operations on floats (typically for helicopters)"
441,"Flight in Foreign Country","""","Flight in foreign country",2,0,"Indicates that the flight was conducted in other than the pilot's primary country"
442,"Area Sprayed","""","Area Sprayed: {0}",1,0,"Total area sprayed in agricultural operations"
443,"Maximum Wind Speed","""","Maximum Wind Speed: {0}",1,8192,"The highest wind speed encountered on the flight"
444,"Military Unit Trainer (MUT) Time","""","MUT Time: {0}",1,0,"Time spent in a military unit trainer"
445,"Employer Name","""","Employer: {0}",5,0,"Name of the employer for whom the flight was conducted"
446,"Approaches - Hand Flown","""","{0} Hand-flown Approaches",0,0,"The subset of approaches on this flight that were flown manually"
447,"Approaches - Coupled","""","{0} Coupled Approaches",0,0,"The subset of approaches on this flight that were performed by use of an autopilot"
448,"Landings - Night, Non-towered airport","""","Non-towered airport night landings: {0}",0,0,"The subset of landings on this flight that were at night at a non-towered airport"
449,"Takeoffs - Night, Non-towered airport","""","Non-towered airport night takeoffs: {0}",0,0,"The subset of takeoffs on this flight that were at night at a non-towered airport"
450,"Approaches - VOR/DME-Arc","""","VOR/DME-Arc Approaches: {0}",0,4096,"The subset of approaches performed that were VOR/DME-Arc approaches"
451,"Part 141 Training Flight","""","Part 141 Training Flight",2,0,"Indicates that this flight was training in accordance with FAR 141."
452,"Ferry Flight","""","Ferry Flight",2,0,"Indicates that this flight was to ferry an aircraft from one point to another"
453,"Landings - Emergency","""","Emergency Landings",0,0,"Subset of landings on this flight that were emergency landings"
454,"Spin Training","""","Spin Training",2,0,"Indicates that spin training was given/received on this flight"
455,"Multi-engine Drag Demonstration","""","Multi-engine Drag Demonstration",2,0,"Indicates that a multi-engine drag demonstration was performed on this flight"
456,"PIC Sorties","""","{0} PIC Sorties",0,0,"Number of sorties performed as pilot-in-command"
457,"SIC Sorties","""","{0} SIC Sorties",0,0,"Number of sorties performed as second-in-command"
458,"Fast Rope Insertion/Extraction System (FRIES)","""","{0} FRIES",0,0,"Number of FRIES performed on the flight"
459,"Special Patrol Insertion/Extraction (SPIES)","""","{0} SPIES",0,0,"Number of SPIES performed on the flight"
460,Helocasts,"""","{0} Helocasts",0,0,"Number of Helocasts performed on the flight"
461,"Maneuvers: Compass Turns","""","Turns by reference to compass",2,0,"Indicates that turns were performed by reference to a magnetic (rather than gyroscopic) compass"
462,"BUNO (Bureau Number)","""","BUNO: {0}",5,0,"Unique number assigned to an airframe when it is built and sold to the military; will not be reused for any other airframe"
463,"Approaches - ILS PRM (Precision Runway Monitor)","""","ILS PRM Approaches {0}",0,4096,"Number of Precision Runway Monitor ILS approaches performed on the flight, which allow for reduced separation."
464,"Taxi Time","""","Taxi Time: {0}",1,0,"Time spent taxiing or otherwise performing on-the-ground maneuvers"
465,"Takeoffs - Shipboard","""","Shipboard Takeoffs: {0} ",0,0,"Takeoffs (typically helicopter) from a ship"
466,"Landings - Shipboard","""","Shipboard Landings: {0}",0,0,"Landings (typically helicopter) on a ship"
467,"ETOPS Flight","""","Flight was ETOPS",2,0,"Indicates that the flight included a segment that was more than 1 hour of single-engine cruise speed away from a suitable alternate airport."
468,"Landings - Touch and go (Carrier)","""","{0} Touch-and-go Carrier Landings",0,0,"Subset of landings that were touch-and-go on an aircraft carrier."
469,"Landings - Arrestments (Carrier)","""","{0} Arrested Carrier Landings",0,0,"Subset of total landings that were on an aircraft carrier with the use of arresting equipment."
470,"Pipeline Patrol","""","Pipeline Patrol",2,0,"Indicates that this flight was for checking on pipelines"
471,"Oceanic Flight","""","Oceanic Flight",2,0,"Indicates that this flight was over open ocean"
472,"Oceanic Crossing Time","""","Oceanic Crossing Time: {0}",1,0,"Time spent over open ocean"
473,"Simulator Instructor Time","""","Simulator Instructor Time: {0}",1,0,"Time spent instructing using a training device such as an ATD, FTD, or Flight Simulator"
474,"PIC Proficiency Check Given","""","PIC Proficiency Check Given",2,0,"Indicates that you administered a PIC Proficiency Check (e.g., per 61.58) to another pilot on this flight"
475,"Competency Check Given","""","Competency Check Given",2,0,"Indicates that you administered a competency check (per 135.293) to another pilot on this flight."
476,"Takeoffs - Whiteout","""","{0} Whiteout Takeoff(s)",0,0,"Subset of takeoffs in a helicopter that were in whiteout conditions due to snow on the ground"
477,"Takeoffs - Brownout","""","{0} Brownout Takeoff(s)",0,0,"Subset of takeoffs in a helicopter that were in brownout conditions due to dust on the ground"
478,"Landings - Whiteout","""","{0} Whiteout Landing(s)",0,0,"Subset of landings in a helicopter that were in whiteout conditions due to snow on the ground"
479,"Landings - Brownout","""","{0} Brownout Landing(s)",0,0,"Subset of landings in a helicopter that were in brownout conditions due to dust on the ground"
480,"Landings - Helicopter FDLP (Field Deck Landing Practice)","""","{0} FLDP Landing(s)",0,0,"Subset of landings in a helicopter that were performed at a shore facility with markings representative of a shipboard landing facility"
481,"Landings - Helicopter Free Deck","""","{0} Free Deck Landing(s)",0,0,"Subset of landings in a helicopter performed using the main probe with a rapid securing device"
482,"Landings - Helicopter Recovery Assist","""","{0} Recovery Assist Landing(s)",0,0,"Subset of landings in a helicopter performed using a recovery-assist cable and a rapid securing device"
483,"Landings - Helicopter Clear Deck","""","{0} Clear Deck Landing(s)",0,0,"Subset of landings in a helicopter perfomed without using a RAST ("Recovery, Assist, Secure, and Traverse System)"
484,"Landings - Arrestments (Carrier), Night","""","{0} Arrested Night Carrier Landings",0,0,"Subset of total landings that were on an aircraft carrier with the use of arresting equipment at night."
485,"Takeoffs - Ramp","""","{0} Ramp Takeoffs",0,0,"Subset of total takeoffs that were done from a ramp (hang gliding)"
486,"Takeoffs - Cliff","""","{0} Cliff Takeoffs",0,0,"Subset of total takeoffs that were done from a cliff (hang gliding)"
487,"Landings - Foot","""","{0} Foot Landings",0,0,"Subset of total landings that were on foot (hang gliding)"
488,"Landings - Whack","""","{0} Whack Landings",0,0,"Subset of total landings that were not quite on wheels or on feet (hang gliding)"
489,"Navigation by use of Radio Aids","""","Navigation by use of Radio Aids",2,0,"Indicates that the flight involved use of navigation via terrestrial radio aids such as VORs, NDBs, etc."
490,"Navigation by GPS","""","Navigation by GPS",2,0,"Indicates that the flight involved use of navigation via satellite aids (i.e., GPS)"
491,Overtime,"""","Overtime: {0}",1,0,"Amount of overtime worked."
492,"Solo Evaluation","""","Solo Evaluation",2,0,"Indicates that the student was evaluated for their readiness to conduct solo operations"
493,"Crew Evaluation","""","Crew Evaluation",2,0,"Indicates that the student was evaluated for their readiness to be a required crewmember"
494,"Standardization Evaluation","""","Standardization Evaluation",2,0,"Indicates that the student was evaluated for their ability to adhere to standard operating policies and procedures"
495,"Standardization Training","""","Standardization Training",2,0,"Indicates that the student was given instruction on standard operating policies and procedures"
496,"Fuel Offloaded","""","Fuel Offloaded: {0}",1,2097152,"The amount of fuel offloaded to a receiver aircraft during air refueling operations"
497,"Fuel Dumped","""","Fuel Dumped: {0}",1,2097152,"The amount of fuel dumped to adjust aircraft gross weight in flight"
498,"Formation Flight","""","Formation Flight",2,0,"Indicates that the flight included formation flying"
499,"Formation Flight - Large","""","Large Formation Flight",2,0,"Indicates that the flight included formation flying with 3 or more aircraft"
500,"Relief Crew Name(s)","""","Relief Crew: {0}",5,0,"Name(s) of members of the relief crew"
501,"Flight Attendant Name(s)","""","Flight Attendant: {0}",5,0,"Name(s) of flight attendants"
